18400
1 72057.715648 -300586.667036
2 67122.847962 -291778.758283
3 64258.520740 -297982.458181
4 78656.071377 -306047.195113
5 102255.388687 -301718.900310
6 78738.348863 -313025.287552
7 60903.561735 -305938.978730
8 90582.189686 -312559.073805
9 78759.478475 -323819.386186
10 93955.846398 -315190.255941
11 87000.686287 -315585.723251
12 113147.013935 -298635.570359
13 103013.835664 -314341.849605
14 77891.192148 -320317.943285
15 70895.934225 -295581.604987
16 69148.590011 -294834.404529
17 74432.295449 -303526.712307
18 96535.037234 -310945.670659
19 102525.091448 -295681.196508
20 81948.349347 -302297.679120
21 77454.670622 -318890.271039
22 94086.048450 -289744.509337
23 98760.215245 -314290.302499
24 70282.472670 -311095.042814
25 69680.215258 -316139.995551
26 62789.934090 -314971.219390
27 86735.579019 -305100.495652
28 95570.443129 -297311.887428
29 106991.421919 -312924.811143
30 87318.387851 -298114.603854
31 70345.242437 -319370.680481
32 95706.921095 -316105.374301
33 104768.792910 -304968.031897
34 104939.834710 -319142.997939
35 64715.432664 -294197.129929
36 68099.210281 -302776.378209
37 110411.522229 -310346.492468
38 76246.971284 -299185.257614
39 105518.335624 -300687.144458
40 108563.148590 -313855.911671
41 79505.082174 -292798.455060
42 73804.239963 -292284.700992
43 82829.006198 -308215.324189
44 67976.147579 -289408.497466
45 71974.502115 -297154.120076
46 106981.611508 -327919.661197
47 72664.468150 -293939.753465
48 91492.896300 -303820.753410
49 84023.084446 -314240.814205
50 64554.668040 -298753.337480
51 91129.688663 -317344.592373
52 63242.720101 -289541.132744
53 96859.778773 -309547.293167
54 78494.413732 -304464.850654
55 65835.947911 -305728.400679
56 57716.390878 -294018.385131
57 95151.042806 -306818.983597
58 69303.385239 -289490.522814
59 72428.399536 -301652.771382
60 94355.721522 -294010.330127
61 93873.839472 -300729.194930
62 71927.102753 -309465.070959
63 68434.497506 -319456.223188
64 113627.565791 -310305.428136
65 67248.341659 -292647.889720
66 68662.284356 -297271.858300
67 78749.809354 -299866.951796
68 107797.116265 -310878.383232
69 74003.171084 -301271.904142
70 112976.540890 -308212.945360
71 69938.881050 -308947.442637
72 69589.750746 -310548.919849
73 92691.915511 -310480.335175
74 92206.541109 -291240.605179
75 84982.668869 -306352.540326
76 104681.364159 -305979.707336
77 75698.928377 -303966.651203
78 92353.214544 -295878.310714
79 66239.155309 -292871.185928
80 73683.220663 -295626.095732
81 87347.285331 -299990.887077
82 103963.729828 -298800.491053
83 87380.885125 -324965.626112
84 108522.910231 -305483.298581
85 65063.343169 -303047.689173
86 85959.115299 -316385.174280
87 101201.886719 -335340.021976
88 101662.513641 -326117.170672
89 62283.666533 -288027.331582
90 100276.127634 -327928.998327
91 72674.711086 -324231.614094
92 95095.049303 -322179.199700
93 97452.537035 -311955.294571
94 65005.085427 -318159.090148
95 67116.338319 -294847.230579
96 98841.399785 -307734.133608
97 98871.297036 -303337.345078
98 69721.403133 -296431.701576
99 78871.693823 -336670.359185
100 85864.469988 -307401.074099
101 66544.683464 -296300.282757
102 63696.899998 -298978.541165
103 88166.984471 -295555.832500
104 70308.285389 -336604.517647
105 104836.721455 -307180.420217
106 89565.292592 -295223.744395
107 89804.640725 -312371.896454
108 71011.075385 -296429.654748
109 101977.445732 -326484.333404
110 71829.765228 -294780.224469
111 90449.779633 -299254.034115
112 61576.062310 -297550.886363
113 59807.204617 -299524.230815
114 97089.724725 -313930.061792
115 79598.107722 -315548.948906
116 109510.023062 -333572.925055
117 106072.407116 -314740.527282
118 113587.133105 -298877.980066
119 87757.781588 -313718.492346
120 86453.774769 -301424.138963
121 68454.609832 -312128.043322
122 77258.724753 -316356.436418
123 74447.958607 -331897.200511
124 85738.003846 -305358.171505
125 71690.270705 -333776.795989
126 73789.412774 -316419.650828
127 81100.400130 -321670.472273
128 100639.444946 -319317.742712
129 98918.832507 -319882.201934
130 68107.923611 -286895.205418
131 111254.882862 -315347.631517
132 102181.668664 -314704.552891
133 106448.543710 -305520.241523
134 82791.500331 -318813.885008
135 109630.901703 -298160.889085
136 110307.341937 -304319.219485
137 99300.889281 -311536.027418
138 89225.626751 -309139.187440
139 72690.460253 -314801.023528
140 71527.542592 -300623.046388
141 73178.615040 -300227.451149
142 64051.389936 -329403.085281
143 103516.226148 -328445.201448
144 90130.809591 -292796.804843
145 69349.223773 -301614.721786
146 99472.221640 -307807.733460
147 82812.312741 -297432.871644
148 100157.072226 -321979.734910
149 60862.186927 -300662.741638
150 82663.862203 -313580.331594
151 78339.929299 -334842.021068
152 99321.964656 -315681.414910
153 109214.758937 -305540.254823
154 72013.102513 -299898.263902
155 93731.569355 -322465.626428
156 100510.498660 -296293.572069
157 92107.595638 -325691.723512
158 103816.537822 -317245.698235
159 61957.257949 -307502.726290
160 71682.749866 -318181.201795
161 75638.564612 -304865.367215
162 72794.159569 -324964.986565
163 76277.396740 -292456.137366
164 62593.721184 -295695.325595
165 73350.388698 -304272.733207
166 92514.560765 -312349.335250
167 63186.981498 -296413.552408
168 68458.521449 -299823.506441
169 76833.561171 -327718.811933
170 111964.926626 -329210.029070
171 56838.221491 -289764.728648
172 82671.953850 -315909.562565
173 113972.911374 -309687.205991
174 104723.613223 -323853.910236
175 63591.602198 -294917.465041
176 67779.863577 -303160.934057
177 77713.835445 -326784.930123
178 102093.731929 -322961.165348
179 92411.496770 -303611.366005
180 101347.401826 -308824.646184
181 105442.550083 -336205.636364
182 87809.492347 -326312.309340
183 70053.663753 -321106.366464
184 98171.354167 -308592.875482
185 106699.684596 -293451.393632
186 65869.486840 -293061.223797
187 84733.740755 -324099.044877
188 97636.710059 -294109.471685
